===== DIFFUSION TRAIN STARTED AT Thu Jul  2 17:25:11 CEST 2026 =====
device=cuda out_dir=runs/diu_6793522 steps=80000 batch=512 lr=0.001
building fixed validation set ...
step      0 | huber 0.0078 | lr 1.00e-06 | 0.3 it/s
step  35200 | huber 0.0010 | lr 6.09e-04 | 0.8 it/s
step  35300 | huber 0.0010 | lr 6.07e-04 | 0.8 it/s
step  35400 | huber 0.0010 | lr 6.05e-04 | 0.8 it/s
step  35500 | huber 0.0010 | lr 6.03e-04 | 0.8 it/s
step  35600 | huber 0.0010 | lr 6.01e-04 | 0.8 it/s
step  35700 | huber 0.0010 | lr 5.99e-04 | 0.8 it/s
step  35800 | huber 0.0010 | lr 5.97e-04 | 0.8 it/s
step  35900 | huber 0.0010 | lr 5.95e-04 | 0.8 it/s
step  36000 | huber 0.0010 | lr 5.93e-04 | 0.8 it/s
  [eval] step 36000 | EMA avg NMSE -9.20 dB (step1 -20.81, step10 -5.25)
step  36100 | huber 0.0010 | lr 5.91e-04 | 0.8 it/s
step  36200 | huber 0.0010 | lr 5.89e-04 | 0.8 it/s
step  36300 | huber 0.0010 | lr 5.87e-04 | 0.8 it/s
step  36400 | huber 0.0010 | lr 5.85e-04 | 0.8 it/s
step  36500 | huber 0.0010 | lr 5.83e-04 | 0.8 it/s
step  36600 | huber 0.0010 | lr 5.81e-04 | 0.8 it/s
step  36700 | huber 0.0010 | lr 5.80e-04 | 0.8 it/s
step  36800 | huber 0.0010 | lr 5.78e-04 | 0.8 it/s
step  36900 | huber 0.0010 | lr 5.76e-04 | 0.8 it/s
step  37000 | huber 0.0010 | lr 5.74e-04 | 0.8 it/s
step  37100 | huber 0.0010 | lr 5.72e-04 | 0.8 it/s
step  37200 | huber 0.0010 | lr 5.70e-04 | 0.8 it/s
step  37300 | huber 0.0010 | lr 5.68e-04 | 0.8 it/s
step  37400 | huber 0.0010 | lr 5.66e-04 | 0.8 it/s
step  37500 | huber 0.0010 | lr 5.64e-04 | 0.8 it/s
step  37600 | huber 0.0010 | lr 5.62e-04 | 0.8 it/s
step  37700 | huber 0.0010 | lr 5.60e-04 | 0.8 it/s
step  37800 | huber 0.0010 | lr 5.58e-04 | 0.8 it/s
step  37900 | huber 0.0010 | lr 5.56e-04 | 0.8 it/s
step  38000 | huber 0.0010 | lr 5.54e-04 | 0.8 it/s
  [eval] step 38000 | EMA avg NMSE -9.25 dB (step1 -20.87, step10 -5.32)
step  38100 | huber 0.0010 | lr 5.52e-04 | 0.8 it/s
step  38200 | huber 0.0010 | lr 5.50e-04 | 0.8 it/s
step  38300 | huber 0.0010 | lr 5.48e-04 | 0.8 it/s
step  38400 | huber 0.0010 | lr 5.46e-04 | 0.8 it/s
step  38500 | huber 0.0010 | lr 5.44e-04 | 0.8 it/s
step  38600 | huber 0.0010 | lr 5.42e-04 | 0.8 it/s
step  38700 | huber 0.0010 | lr 5.40e-04 | 0.8 it/s
step  38800 | huber 0.0010 | lr 5.38e-04 | 0.8 it/s
step  38900 | huber 0.0010 | lr 5.36e-04 | 0.8 it/s
step  39000 | huber 0.0010 | lr 5.35e-04 | 0.8 it/s
step  39100 | huber 0.0010 | lr 5.33e-04 | 0.8 it/s
step  39200 | huber 0.0010 | lr 5.31e-04 | 0.8 it/s
step  39300 | huber 0.0010 | lr 5.29e-04 | 0.8 it/s
step  39400 | huber 0.0010 | lr 5.27e-04 | 0.8 it/s
step  39500 | huber 0.0010 | lr 5.25e-04 | 0.8 it/s
step  39600 | huber 0.0010 | lr 5.23e-04 | 0.8 it/s
step  39700 | huber 0.0010 | lr 5.21e-04 | 0.8 it/s
step  39800 | huber 0.0010 | lr 5.19e-04 | 0.8 it/s
step  39900 | huber 0.0010 | lr 5.17e-04 | 0.8 it/s
step  40000 | huber 0.0010 | lr 5.15e-04 | 0.8 it/s
  [eval] step 40000 | EMA avg NMSE -9.35 dB (step1 -20.92, step10 -5.42)
step  40100 | huber 0.0010 | lr 5.13e-04 | 0.8 it/s
step  40200 | huber 0.0010 | lr 5.11e-04 | 0.8 it/s
step  40300 | huber 0.0010 | lr 5.09e-04 | 0.8 it/s
step  40400 | huber 0.0010 | lr 5.07e-04 | 0.8 it/s
step  40500 | huber 0.0010 | lr 5.05e-04 | 0.8 it/s
step  40600 | huber 0.0010 | lr 5.03e-04 | 0.8 it/s
step  40700 | huber 0.0010 | lr 5.01e-04 | 0.8 it/s
step  40800 | huber 0.0010 | lr 4.99e-04 | 0.8 it/s
step  40900 | huber 0.0010 | lr 4.97e-04 | 0.8 it/s
step  41000 | huber 0.0010 | lr 4.95e-04 | 0.8 it/s
step  41100 | huber 0.0010 | lr 4.93e-04 | 0.8 it/s
step  41200 | huber 0.0010 | lr 4.91e-04 | 0.8 it/s
step  41300 | huber 0.0010 | lr 4.89e-04 | 0.8 it/s
step  41400 | huber 0.0010 | lr 4.87e-04 | 0.8 it/s
step  41500 | huber 0.0011 | lr 4.85e-04 | 0.8 it/s
step  41600 | huber 0.0010 | lr 4.83e-04 | 0.8 it/s
step  41700 | huber 0.0010 | lr 4.81e-04 | 0.8 it/s
step  41800 | huber 0.0010 | lr 4.79e-04 | 0.8 it/s
step  41900 | huber 0.0010 | lr 4.77e-04 | 0.8 it/s
step  42000 | huber 0.0010 | lr 4.75e-04 | 0.8 it/s
  [eval] step 42000 | EMA avg NMSE -9.40 dB (step1 -20.97, step10 -5.46)
step  42100 | huber 0.0010 | lr 4.74e-04 | 0.8 it/s
step  42200 | huber 0.0010 | lr 4.72e-04 | 0.8 it/s
step  42300 | huber 0.0010 | lr 4.70e-04 | 0.8 it/s
step  42400 | huber 0.0010 | lr 4.68e-04 | 0.8 it/s
step  42500 | huber 0.0010 | lr 4.66e-04 | 0.8 it/s
step  42600 | huber 0.0010 | lr 4.64e-04 | 0.8 it/s
step  42700 | huber 0.0010 | lr 4.62e-04 | 0.8 it/s
step  42800 | huber 0.0010 | lr 4.60e-04 | 0.8 it/s
step  42900 | huber 0.0010 | lr 4.58e-04 | 0.8 it/s
step  43000 | huber 0.0010 | lr 4.56e-04 | 0.8 it/s
step  43100 | huber 0.0010 | lr 4.54e-04 | 0.8 it/s
step  43200 | huber 0.0010 | lr 4.52e-04 | 0.8 it/s
step  43300 | huber 0.0010 | lr 4.50e-04 | 0.8 it/s
step  43400 | huber 0.0010 | lr 4.48e-04 | 0.8 it/s
step  43500 | huber 0.0010 | lr 4.46e-04 | 0.8 it/s
step  43600 | huber 0.0010 | lr 4.44e-04 | 0.8 it/s
step  43700 | huber 0.0010 | lr 4.42e-04 | 0.8 it/s
step  43800 | huber 0.0010 | lr 4.40e-04 | 0.8 it/s
step  43900 | huber 0.0010 | lr 4.38e-04 | 0.8 it/s
step  44000 | huber 0.0010 | lr 4.36e-04 | 0.8 it/s
  [eval] step 44000 | EMA avg NMSE -9.49 dB (step1 -21.02, step10 -5.57)
step  44100 | huber 0.0010 | lr 4.34e-04 | 0.8 it/s
step  44200 | huber 0.0010 | lr 4.32e-04 | 0.8 it/s
step  44300 | huber 0.0010 | lr 4.30e-04 | 0.8 it/s
step  44400 | huber 0.0010 | lr 4.29e-04 | 0.8 it/s
step  44500 | huber 0.0010 | lr 4.27e-04 | 0.8 it/s
step  44600 | huber 0.0010 | lr 4.25e-04 | 0.8 it/s
step  44700 | huber 0.0010 | lr 4.23e-04 | 0.8 it/s
step  44800 | huber 0.0010 | lr 4.21e-04 | 0.8 it/s
step  44900 | huber 0.0010 | lr 4.19e-04 | 0.8 it/s
step  45000 | huber 0.0010 | lr 4.17e-04 | 0.8 it/s
step  45100 | huber 0.0010 | lr 4.15e-04 | 0.8 it/s
step  45200 | huber 0.0010 | lr 4.13e-04 | 0.8 it/s
step  45300 | huber 0.0010 | lr 4.11e-04 | 0.8 it/s
step  45400 | huber 0.0010 | lr 4.09e-04 | 0.8 it/s
step  45500 | huber 0.0010 | lr 4.07e-04 | 0.8 it/s
step  45600 | huber 0.0010 | lr 4.05e-04 | 0.8 it/s
step  45700 | huber 0.0010 | lr 4.03e-04 | 0.8 it/s
step  45800 | huber 0.0010 | lr 4.01e-04 | 0.8 it/s
step  45900 | huber 0.0010 | lr 4.00e-04 | 0.8 it/s
step  46000 | huber 0.0010 | lr 3.98e-04 | 0.8 it/s
  [eval] step 46000 | EMA avg NMSE -9.56 dB (step1 -21.03, step10 -5.64)
step  46100 | huber 0.0010 | lr 3.96e-04 | 0.8 it/s
step  46200 | huber 0.0009 | lr 3.94e-04 | 0.8 it/s
step  46300 | huber 0.0010 | lr 3.92e-04 | 0.8 it/s
step  46400 | huber 0.0010 | lr 3.90e-04 | 0.8 it/s
step  46500 | huber 0.0010 | lr 3.88e-04 | 0.8 it/s
step  46600 | huber 0.0010 | lr 3.86e-04 | 0.8 it/s
step  46700 | huber 0.0010 | lr 3.84e-04 | 0.8 it/s
step  46800 | huber 0.0010 | lr 3.82e-04 | 0.8 it/s
step  46900 | huber 0.0010 | lr 3.80e-04 | 0.8 it/s
step  47000 | huber 0.0010 | lr 3.78e-04 | 0.8 it/s
step  47100 | huber 0.0010 | lr 3.77e-04 | 0.8 it/s
step  47200 | huber 0.0010 | lr 3.75e-04 | 0.8 it/s
step  47300 | huber 0.0010 | lr 3.73e-04 | 0.8 it/s
step  47400 | huber 0.0010 | lr 3.71e-04 | 0.8 it/s
step  47500 | huber 0.0010 | lr 3.69e-04 | 0.8 it/s
step  47600 | huber 0.0010 | lr 3.67e-04 | 0.8 it/s
step  47700 | huber 0.0010 | lr 3.65e-04 | 0.8 it/s
step  47800 | huber 0.0010 | lr 3.63e-04 | 0.8 it/s
step  47900 | huber 0.0010 | lr 3.61e-04 | 0.8 it/s
step  48000 | huber 0.0010 | lr 3.60e-04 | 0.8 it/s
  [eval] step 48000 | EMA avg NMSE -9.62 dB (step1 -21.08, step10 -5.72)
step  48100 | huber 0.0010 | lr 3.58e-04 | 0.8 it/s
step  48200 | huber 0.0010 | lr 3.56e-04 | 0.8 it/s
step  48300 | huber 0.0010 | lr 3.54e-04 | 0.8 it/s
step  48400 | huber 0.0010 | lr 3.52e-04 | 0.8 it/s
step  48500 | huber 0.0010 | lr 3.50e-04 | 0.8 it/s
step  48600 | huber 0.0010 | lr 3.48e-04 | 0.8 it/s
step  48700 | huber 0.0010 | lr 3.46e-04 | 0.8 it/s
step  48800 | huber 0.0010 | lr 3.45e-04 | 0.8 it/s
step  48900 | huber 0.0010 | lr 3.43e-04 | 0.8 it/s
step  49000 | huber 0.0010 | lr 3.41e-04 | 0.8 it/s
step  49100 | huber 0.0010 | lr 3.39e-04 | 0.8 it/s
step  49200 | huber 0.0010 | lr 3.37e-04 | 0.8 it/s
step  49300 | huber 0.0010 | lr 3.35e-04 | 0.8 it/s
step  49400 | huber 0.0010 | lr 3.33e-04 | 0.8 it/s
step  49500 | huber 0.0010 | lr 3.32e-04 | 0.8 it/s
step  49600 | huber 0.0010 | lr 3.30e-04 | 0.8 it/s
step  49700 | huber 0.0010 | lr 3.28e-04 | 0.8 it/s
step  49800 | huber 0.0010 | lr 3.26e-04 | 0.8 it/s
step  49900 | huber 0.0010 | lr 3.24e-04 | 0.8 it/s
step  50000 | huber 0.0010 | lr 3.22e-04 | 0.8 it/s
  [eval] step 50000 | EMA avg NMSE -9.64 dB (step1 -21.08, step10 -5.74)
step  50100 | huber 0.0010 | lr 3.21e-04 | 0.8 it/s
step  50200 | huber 0.0010 | lr 3.19e-04 | 0.8 it/s
step  50300 | huber 0.0010 | lr 3.17e-04 | 0.8 it/s
step  50400 | huber 0.0010 | lr 3.15e-04 | 0.8 it/s
step  50500 | huber 0.0010 | lr 3.13e-04 | 0.8 it/s
step  50600 | huber 0.0010 | lr 3.11e-04 | 0.8 it/s
step  50700 | huber 0.0010 | lr 3.10e-04 | 0.8 it/s
step  50800 | huber 0.0010 | lr 3.08e-04 | 0.8 it/s
step  50900 | huber 0.0010 | lr 3.06e-04 | 0.8 it/s
step  51000 | huber 0.0010 | lr 3.04e-04 | 0.8 it/s
step  51100 | huber 0.0010 | lr 3.02e-04 | 0.8 it/s
step  51200 | huber 0.0010 | lr 3.01e-04 | 0.8 it/s
step  51300 | huber 0.0010 | lr 2.99e-04 | 0.8 it/s
step  51400 | huber 0.0010 | lr 2.97e-04 | 0.8 it/s
step  51500 | huber 0.0010 | lr 2.95e-04 | 0.8 it/s
step  51600 | huber 0.0010 | lr 2.94e-04 | 0.8 it/s
step  51700 | huber 0.0010 | lr 2.92e-04 | 0.8 it/s
step  51800 | huber 0.0010 | lr 2.90e-04 | 0.8 it/s
step  51900 | huber 0.0010 | lr 2.88e-04 | 0.8 it/s
step  52000 | huber 0.0010 | lr 2.86e-04 | 0.8 it/s
  [eval] step 52000 | EMA avg NMSE -9.71 dB (step1 -21.14, step10 -5.81)
step  52100 | huber 0.0010 | lr 2.85e-04 | 0.8 it/s
step  52200 | huber 0.0010 | lr 2.83e-04 | 0.8 it/s
step  52300 | huber 0.0010 | lr 2.81e-04 | 0.8 it/s
step  52400 | huber 0.0010 | lr 2.79e-04 | 0.8 it/s
step  52500 | huber 0.0010 | lr 2.78e-04 | 0.8 it/s
step  52600 | huber 0.0010 | lr 2.76e-04 | 0.8 it/s
step  52700 | huber 0.0010 | lr 2.74e-04 | 0.8 it/s
step  52800 | huber 0.0010 | lr 2.72e-04 | 0.8 it/s
step  52900 | huber 0.0010 | lr 2.71e-04 | 0.8 it/s
step  53000 | huber 0.0010 | lr 2.69e-04 | 0.8 it/s
step  53100 | huber 0.0010 | lr 2.67e-04 | 0.8 it/s
step  53200 | huber 0.0010 | lr 2.65e-04 | 0.8 it/s
step  53300 | huber 0.0010 | lr 2.64e-04 | 0.8 it/s
step  53400 | huber 0.0010 | lr 2.62e-04 | 0.8 it/s
step  53500 | huber 0.0010 | lr 2.60e-04 | 0.8 it/s
step  53600 | huber 0.0010 | lr 2.59e-04 | 0.8 it/s
step  53700 | huber 0.0010 | lr 2.57e-04 | 0.8 it/s
step  53800 | huber 0.0010 | lr 2.55e-04 | 0.8 it/s
step  53900 | huber 0.0010 | lr 2.54e-04 | 0.8 it/s
step  54000 | huber 0.0010 | lr 2.52e-04 | 0.8 it/s
  [eval] step 54000 | EMA avg NMSE -9.70 dB (step1 -21.14, step10 -5.80)
step  54100 | huber 0.0010 | lr 2.50e-04 | 0.8 it/s
step  54200 | huber 0.0010 | lr 2.48e-04 | 0.8 it/s
step  54300 | huber 0.0010 | lr 2.47e-04 | 0.8 it/s
step  54400 | huber 0.0010 | lr 2.45e-04 | 0.8 it/s
step  54500 | huber 0.0010 | lr 2.43e-04 | 0.8 it/s
step  54600 | huber 0.0010 | lr 2.42e-04 | 0.8 it/s
step  54700 | huber 0.0010 | lr 2.40e-04 | 0.8 it/s
step  54800 | huber 0.0010 | lr 2.38e-04 | 0.8 it/s
step  54900 | huber 0.0010 | lr 2.37e-04 | 0.8 it/s
step  55000 | huber 0.0010 | lr 2.35e-04 | 0.8 it/s
step  55100 | huber 0.0010 | lr 2.33e-04 | 0.8 it/s
step  55200 | huber 0.0010 | lr 2.32e-04 | 0.8 it/s
step  55300 | huber 0.0010 | lr 2.30e-04 | 0.8 it/s
step  55400 | huber 0.0010 | lr 2.29e-04 | 0.8 it/s
step  55500 | huber 0.0010 | lr 2.27e-04 | 0.8 it/s
step  55600 | huber 0.0010 | lr 2.25e-04 | 0.8 it/s
step  55700 | huber 0.0010 | lr 2.24e-04 | 0.8 it/s
step  55800 | huber 0.0010 | lr 2.22e-04 | 0.8 it/s
step  55900 | huber 0.0010 | lr 2.20e-04 | 0.8 it/s
step  56000 | huber 0.0010 | lr 2.19e-04 | 0.8 it/s
  [eval] step 56000 | EMA avg NMSE -9.71 dB (step1 -21.16, step10 -5.81)
step  56100 | huber 0.0010 | lr 2.17e-04 | 0.8 it/s
step  56200 | huber 0.0010 | lr 2.16e-04 | 0.8 it/s
step  56300 | huber 0.0010 | lr 2.14e-04 | 0.8 it/s
step  56400 | huber 0.0010 | lr 2.12e-04 | 0.8 it/s
step  56500 | huber 0.0010 | lr 2.11e-04 | 0.8 it/s
step  56600 | huber 0.0010 | lr 2.09e-04 | 0.8 it/s
step  56700 | huber 0.0010 | lr 2.08e-04 | 0.8 it/s
step  56800 | huber 0.0010 | lr 2.06e-04 | 0.8 it/s
step  56900 | huber 0.0010 | lr 2.05e-04 | 0.8 it/s
step  57000 | huber 0.0010 | lr 2.03e-04 | 0.8 it/s
step  57100 | huber 0.0009 | lr 2.01e-04 | 0.8 it/s
step  57200 | huber 0.0010 | lr 2.00e-04 | 0.8 it/s
step  57300 | huber 0.0010 | lr 1.98e-04 | 0.8 it/s
step  57400 | huber 0.0010 | lr 1.97e-04 | 0.8 it/s
step  57500 | huber 0.0010 | lr 1.95e-04 | 0.8 it/s
