===== DIFFUSION TRAIN STARTED AT Thu Jul  2 11:03:13 CEST 2026 =====
device=cuda out_dir=runs/diu_6792271 steps=50000 batch=128 lr=0.0002
building fixed validation set ...
step      0 | huber 0.0116 | lr 2.00e-07 | 0.4 it/s
step  10500 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  10600 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  10700 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  10800 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  10900 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11000 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  11200 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11300 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11400 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11500 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  11600 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11700 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11800 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  11900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  12000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
  [eval] step 12000 | EMA avg NMSE -5.65 dB (step1 -16.35, step10 -2.62)
step  12100 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  12200 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  12300 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  12400 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  12500 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  12600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  12700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  12800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  12900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13000 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  13100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13500 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  13600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13700 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  13800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  13900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  14000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
  [eval] step 14000 | EMA avg NMSE -6.12 dB (step1 -16.76, step10 -3.13)
step  14100 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  14200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  14300 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  14400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  14500 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  14600 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  14700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  14800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  14900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15000 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  15100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15500 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15600 | huber 0.0013 | lr 2.00e-04 | 2.4 it/s
step  15700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  15900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
  [eval] step 16000 | EMA avg NMSE -6.19 dB (step1 -17.18, step10 -3.13)
step  16100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16500 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  16900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  17000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17500 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  17900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
  [eval] step 18000 | EMA avg NMSE -6.49 dB (step1 -17.52, step10 -3.48)
step  18100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  18500 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  18700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  18900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  19500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  19600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  19800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  19900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
  [eval] step 20000 | EMA avg NMSE -6.50 dB (step1 -17.84, step10 -3.44)
step  20100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20200 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  20600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  20900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  21000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  21100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  21200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  21300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  21400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  21500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  21600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  21700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  21800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  21900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  22000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 22000 | EMA avg NMSE -6.37 dB (step1 -18.10, step10 -3.24)
step  22100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  22200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  22300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  22400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  22500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  22600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  22700 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  22800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  22900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  23000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  23100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  23200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  23300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  23400 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  23500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  23600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  23700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  23800 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  23900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 24000 | EMA avg NMSE -6.43 dB (step1 -18.46, step10 -3.24)
step  24100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  24400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  24900 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  25000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25600 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  25700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  25900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26000 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
  [eval] step 26000 | EMA avg NMSE -6.43 dB (step1 -18.71, step10 -3.15)
step  26100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  26200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  26900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  27900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 28000 | EMA avg NMSE -6.54 dB (step1 -18.99, step10 -3.21)
step  28100 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  28200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28600 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  28700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  28900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  29900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  30000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 30000 | EMA avg NMSE -6.71 dB (step1 -19.27, step10 -3.35)
step  30100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30300 | huber 0.0012 | lr 2.00e-04 | 2.4 it/s
step  30400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  30900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  31800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  31900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 32000 | EMA avg NMSE -6.82 dB (step1 -19.51, step10 -3.44)
step  32100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32700 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  32800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  32900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  33900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 34000 | EMA avg NMSE -6.79 dB (step1 -19.74, step10 -3.35)
step  34100 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  34200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34300 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  34400 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  34900 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  35000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35400 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  35500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  35800 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  35900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36000 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
  [eval] step 36000 | EMA avg NMSE -6.71 dB (step1 -19.92, step10 -3.21)
step  36100 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36200 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36300 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36400 | huber 0.0010 | lr 2.00e-04 | 2.4 it/s
step  36500 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36600 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36700 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36800 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
step  36900 | huber 0.0011 | lr 2.00e-04 | 2.4 it/s
